Unnamed: 0,url,proxy,comment,title,text,date,note
3487.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 5 (page 180),Satisfait avec TotalEnergies,totalenergier bien .,30 juin 2021,4
5886.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 18 (page 306),Bonne réactivité du service client,bon réactivité service client . dommage premier prélèvement obligatoire pouvoir modifier mide règlement .,18 oct. 2024,4
,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 2 (page 30),Scandaleux!!!!,"fuir absolument ! ! ! déménager , problème prélèvement nouveau banque . 
 appeler temps journée prévenir couper électricité cause impayer . vendredi soir 19h30 plein hiver 22 janvier . 
 couper électricité 2 enfant âge . 

 démarche incessant contrat aucun explication ! !",23 janv. 2022,1
1901.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 5 (page 100),Merci Kévin !,rapide efficace part Kévin manière professionnel .,24 déc. 2024,5
2899.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 16 (page 152),Economies réelles,economie réel . encouragemer incitatif économiser avoirvun comportement citoyen .,13 déc. 2024,4
5003.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 1 (page 257),Très bien facile et réactive,date expérience : 31 août 2020,31 août 2020,5
1697.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 1 (page 90),Super pour le prix,date expérience : 28 décembre 2024,30 déc. 2024,5
1978.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 16 (page 103),"TotalEnergies, j'Adore !!!",service globalemer bien . apprécier beaucoup suivi conso . facture baisser 30 pourcent rapport ancien prestataire . occuper rien transition . recommander vivement .,21 mai 2022,5
4169.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 1 (page 218),J’ai eu besoin de changer le montant de…,besoin changer montant échéance . réponse efficace François Xavier petit mot gentil ! ! . bien .,25 nov. 2024,5
2656.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 17 (page 138),J'ai gagné auprès de Octopus 110 €,"gagner auprès Octopus 110 euro ralentir usage électrique heure pointe , utilise baisser mensualité janvier 2025 110 euro .",15 déc. 2024,5
2827.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 4 (page 149),Très bon service avec des prix corrects…,"bon service prix correct 
 suivi facile adapter .",14 déc. 2024,5
4049.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 1 (page 212),Très satisfaite de ce fournisseur…,"satisfaire fournisseur énergie partager information nécessaire coût énergie essaye faire mieux augmentation électricité . site internet fluide , réactivité positif . 
 aucun souci fournisseur , recommander .",28 nov. 2024,5
3378.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 16 (page 174),service client pourrie,"service client pourri . savoir kw sur heure prévisionnel prévoir contrat falloir répéter question 7 fois . bien plateau appel marocain , opérateur comprenn rien lire script",23 juil. 2021,1
,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 8 (page 31),Bonjour 👋 👋,"bonjour 👋 👋 
 personne 
 problème eni cas arriver remboursement . 🤬 🤬 
 service client étranger compétence trouver solution . 
 lancer appel SERAI INTÉRESSÉ déplacer siège social eni . 

 voir nombre personne intéresser participer prendre contact préfet organiser manifestation siège SOCIAL 

 influenceur journaliste présent 



 cordialement",6 nov. 2021,1
4846.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 16 (page 252),Bon fournisseur gaz/électricité sous tous rapports,"Espace client simple pratique . 
 existence bonus cas consommation inférieur prévision , utilisable réduire facture ( bien mieux remise offre partenaire ) . 
 proposition contrat gaz meilleur tarif moment . 
 Réponses rapide pertinent service Client .",5 nov. 2024,5
2747.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 4 (page 145),Site très performant et sérieux,"site performant sérieux 
 recommander",14 déc. 2024,5
489.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 10 (page 26),Très satisfait de mon passage chez TotalEnergies,"satisfait passage totalenergie fourniture électricité domicile . Switch rapide , service client accessible , écoute professionnel . facture clair . excellent .",31 mai 2024,5
3660.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 11 (page 192),Cagnotte,"grace bonus éco conso , possibilité gagner argent ( jour fort consommation national ) cagnotte déduire immédiatement échéancier attendre facturation annuel . site web ludique , contact facile téléphone mail .",No date,5
2948.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 5 (page 155),Bonne expérience avec Alex à l'écoute…,bon expérience Alex écoute situation souscrire contrat gaz électricité .,13 déc. 2024,5
992.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 10 (page 54),Honteux !!!!,"suite déménagement , décider garder total énergie . erreur ! 
 avoir demander électricité samedi 15 juillet . rentrer vacance soir passer maison , électricité ! devoir attendre lundi matin contacter service client donne manipulation faire compteur Linky électricité . demander dédommagement jour électricité ( devoir dormir ailleurs , enceint 8 mois petit garçon 2 an ) , dédommagement refuser ! 
 modifier avis fonction réponse . 
 , moment nouveau abonnemer 50 euro offert début juillet 30€.",17 juil. 2023,1
3260.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 18 (page 168),Conseil en contrat énergie,"bonjour , conseiller professionnel , précis maîtriser bien sujet . parfaire expérience personnel .",18 août 2021,5
2206.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 4 (page 115),Super service client,Super service client . rarement simple gérer contrat,26 mars 2022,5
335.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 16 (page 18),Rapide et efficace mais...,"rapide efficace , fournisseur ok ! attention ! tenter vendre assurance jour souscription jour tard rappeler retenter coup manière détourner dire "" bénéficier bien assistance ... blablabla "" répondre oui ... bim +2.86 euro mois .",1 sept. 2024,4
5242.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 20 (page 269),Bonne communication via messenger pour…,bon communication messenger récupérer identifiant compteur .,7 juil. 2020,4
3152.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 9 (page 166),Service client au top,"client Octopus an . part service client bienveillant , dynamique courtois . service sorte trouver solution renseigner précisément . 
 , électricité vert . 
 particulier Alexis service client .",12 déc. 2024,5
2440.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 4 (page 127),Simple,"site simple , ré-ajustement échéancier fonction évolution tarifaire . surprise cagnotte apporter .",17 déc. 2024,4
62.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 15 (page 4),Service impeccable et transparent,"Octopus Energy , sérieux ! site hyper fluide , simple transparent , électricité gaz . changer opérateur être jeu enfant , rapide stress . 

 déménagement , Pierre-Loup être top : efficace , agréable , géré GRDF Enedis . réactivité être remarquable . 

 , offre parrainage super intéressant . dispos faire point régulier ajuster mensualité consommation . arnaquer , bien contraire . mauvais expérience ailleurs , sentir confiance . voir long terme , instant , recommander !",ll y a 4 jours,5
1893.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 17 (page 99),Quelle efficacité,"efficacité ! 
 réponse tarification lendemain … incroyable !",24 déc. 2024,5
5510.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 8 (page 283),Chez total spring depuis avril 2019…,"19/05 , aucun nouveau . appeler t facturer prix correspondre prix contrat ? 


 total spring avril 2019 tarif elec bloquer 1 an , suite fusion total direct energie decembre 2019 , recoit mois avril 2020 facture régulation tarif tde(sup . ts ) appliquer avril 2019 ne ... 1h telphone . point mort . proposer 5 pourcent remettre sup qu 88 euro surfacturation non application contrat . lamentable part d grand entreprise . 
 nouveau part 20/04 ...",No date,1
4927.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 17 (page 256),De confiance.,"bon entreprise , valeur parole tarif réglementer .",3 nov. 2024,5
3253.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 11 (page 168),JE confirme avoir été surpris de votre…,"confirmer être surprendre proposition venir traiter entreprise suédois ! ! ! souhaiter l avenir donne raison choix 
 cordialement",19 août 2021,5
4500.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 10 (page 235),Service client attentionné et efficace,"indiquer avis client facturation réel consommation , demander mail bénéficier cagnotte , valider compte ligne . ailleurs ? 
 48h recevoir notification réduit prochain facture .. remerciement Octopus .",14 nov. 2024,5
,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 3 (page 24),service client inqualifiable!,"heure passer essayer joindre service client résultat   ! musique long moment , raccrocher nez exposer problème , être diriger enquête satisfaction raccrochage ? ? ? 2ᵉ essai , impossible comprendre   raccrochage part ! 3ᵉ essai musiqu raccrochage part abandonn   ! préciser rester courtois .",9 déc. 2022,1
1448.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 12 (page 77),Octopus Energy fournisseur vert,"octopu Energy fournisseur énergie recommander vivement . électricité 100 pourcent vert local , refléter engagement écologique fort . service client réactif écoute . , système cagnotte inciter réaliser économie énergie ( eco session hivernal ) fois innover bénéfique consommateur . entreprise fiable engager , soucieux client environnement .",4 janv. 2025,5
,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 7 (page 51),Une honte cette entreprise,"hont entreprise , prélever 1400 euro 3 mois temps gaz électricité boulot conseiller téléphonique être . vrai bon rien , faire boulot . prendre argent savoir faire rembourser ! ! ! vrai incompétent entreprise .",10 août 2020,1
5175.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 13 (page 265),Je viens par cet avis mettre en garde…,"venir avis mettre garde prochain consommateur souhaiter souscrir fournisseur énergie . faire erreur . 
 an demi être erreur rentrer index base vouloir passer 160 euro 450euro abération château battu 6 mois subir indifférence total .nous gain cause résilier . 
 comprendre mot aucun service client . escroc faire jamais erreur souscrire attaquer facture aberrant fuir .er jour présente prélèvement 1500 euro ... 
 Fuyez fait consommateur trouver situation !",28 juil. 2020,1
2871.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 8 (page 151),Bonne relation client et bon tarifs,"confiance "" ufc choisir""qui recommander . apprécier proposition changer contrat faire bénéficier tarif attractif .",14 déc. 2024,5
3144.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 2 (page 163),Site d'une facilité déconcertante…,site facilité déconcertant utilisation . changer fournisseur électricité clic !,9 sept. 2021,5
5392.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 11 (page 281),Expérience positive,"demander facturation mensuel consommé reel , apprécier ponctualité facture être agréablement surprise système cagnotte .",23 oct. 2024,5
2141.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 19 (page 111),Rien à signaler,"rien signaler , simple souscrir . manqu information fin parcours . case cocher option payant non",8 avr. 2022,4
4197.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 15 (page 216),"Comme déjà écrit,j'ai apprécié…","écrire , apprécier excellent entretien prospecteur , croire , trer bien expliquer terme contrat patience étonner répondre calmement question peut-être pertinent .",4 févr. 2021,5
5394.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 13 (page 281),Service qui me convient,"contrat souscrire cadre dun appel offre . 
 prix correct . 
 service client compétent . 
 retour économie consommation intéressant . 
 adhérer .",23 oct. 2024,5
1439.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 3 (page 77),Une question précise = une réponse…,question préciser = réponse rapide professionnel .,4 janv. 2025,5
1172.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 10 (page 63),Souscription abonnement gaz,souscription abonnemer gaz bien organiser formalité prendre charge total .,4 avr. 2023,5
5464.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 2 (page 281),Tout à fait satisfaite au début..,"satisfaire début ... mois mars galère financier enchaîner enfant ... père essayer d appeler proposer régler échéance 28 , patience c truc crise actuel préférer m envoyer sm facture résiliation , honte ... conseil vraiment",7 mai 2020,1
1219.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 3 (page 66),Un conseiller opérationnel et réactif…,conseiller opérationnel réactif écoute,9 janv. 2025,5
397.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 18 (page 21),Rapide et simple.,date expérience : 02 août 2024,4 août 2024,5
1467.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 11 (page 78),"Bonjour,","Bonjour , 
 problème majeur cours expérience 
 Satisfait groupement achat ufc 
 Lente mettre place paiement CB virement question régler qq mois démarrage abonnement 
 souher meilleur analyse consommation répartition type appareil tranche horaire 
 Eco session : demande précision modalité détermination prévision réaliser Octopus , utile éventuellement améliorer cagnotte intéressemer 
 Cordialement",3 janv. 2025,4
3630.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 1 (page 191),Octopus Energy m'a permis grâce à…,"octopu Energy permettre grâce éco-conso constituer cagnotte , permettre réduction facture électricité appréciable .",7 déc. 2024,5
5350.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 8 (page 275),Néglige ces clients par contre très…,"néglige client contre désireux faire nouveau client , fait attention dangereux !",14 juin 2020,3
3197.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 15 (page 165),Très bonne expérience,date expérience : 29 août 2021,29 août 2021,5
1597.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 15 (page 84),suite a un changement de distributeur…,suite changement distributeur m ' proposer offre,4 sept. 2022,5
719.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 19 (page 39),Tout s'est très bien passé il n'y a que…,bien passer l attente récupérer consommation long .,13 déc. 2023,4
258.0,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 20 (page 18),ATTENTION VOLEURS / SAV 0 / Pas de…,attention voleur / sav 0 / facture SEP 2022 - MENTEURS,4 mars 2024,1
209.0,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 2 (page 16),Escrocrie,"appeler , demande payer 300 euro 184 euro tard etalé . répond oui . 
 payer 300 euro demande échéancier impossible être couper aujourd'hui 😮 😮 😮 . 
 voleur ! menteur ! Escroc ! avoir bien aimer nom collègue porter plainte . 
 Vole mensonge impunité . 
 gros accent savoir France respect ! ! !",2 mai 2024,1
3037.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 14 (page 159),beaucoup d'argents economisé,"beaucoup argent economiser , transparence changement tarifaire",13 déc. 2024,5
5404.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 2 (page 278),6 mois de galère,"6 mois galère , remboursement ... 
 balade téléphone , balade mail .. 

 pourtant pièce correctement envoyer . 

 situation actuel excus valable dossier traîn janvier 2020",28 mai 2020,1
2193.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 11 (page 114),Bonne explication de la part du service…,bon explication part service paiement mensuel correspondre propre consommation cher d distributeur,29 mars 2022,5
2254.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 18 (page 117),accès rapide et agréable au support et…,"accès rapide agréable support service client . contre interface ligne obsolète ( vision consommation détaillé , perturber savoir partie commercial compte client ) .",18 déc. 2024,4
5586.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 4 (page 288),Total(ement Incompetant),"contrat 2 an problème , contrat electriqu souscrire chose , 3 contrat gaz , sav incompetent ! ! ! ! ! 
 devoir 10h appel aucun solution trouver ! 
 mot ordre "" excus "" incompetence pur dur ! total essayer racheter conscience sav digne erica ! vrai naufrage détruisant passage ! ! ! ! souscrire contrat gaz début Decembre Fevrier contrat : réponse informatique long éditer contrat prendre client c ... ! 
 conseiller raccrocher nez prendre appel répondre bien manager savoir répondre ... bien ! 

 fuir ! ! ! energie cher kw / ht predre argent etdu temps non rentable . passer chemin rester vrai fabriquer énergie spéculateur digne bourse rachat électricité heure creux ! ! ! oui énergie cher spéculation . 
 ! ! 

 fournisseur acheter energie ( KW ) EDF produire perte ( non consomation kw produit centrale ) revendre cher . électricité consommer pic ( central produire électricité ) fournir monde . 
 résultat : électricité perdu heure Creuse racheter prix fournisseur revendre ( bien cher achètent ) EDF pousser centrale fond , passage gave détriment EDF . appel spéculation . coup EDF augmenter tarif centrale fournir courant perter ! ! ! 
 cqfd .....",20 févr. 2020,1
3187.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 4 (page 168),Après consultation de quatre sociétés…,"consultation société choisir Octopus : 
 - etude faisabilité excellent . 
 - installation panneau équipe interne société . 
 - suivre dossier complet . 
 - bon rapport qualité prix . 
 installation être poser équipe profésionnel , aide remarquable partie administratif . 
 installatin fonctionner correctement .",12 déc. 2024,5
1842.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 20 (page 96),Pas de problème particulier - jamais recu clé usb,"problème particulier , clé usb introduire compteur , devoir pouvoir smartphone , consommation information , dommage ... réclamer fois , jamais recu",5 juil. 2022,4
4883.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 13 (page 254),Avis service client Octopus Energy France,"bon contact , interlocuteur sérieux , aimable écoute . aucun accent discussion compliqué comprendre chargé clientèle . question réponse demande être valider . "" haut "" 50 an , service client Octopus Energy France , instant , niveau meilleur téléphone jusque présent . continuer ! !",4 nov. 2024,5
2272.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 10 (page 118),Honte à Total Énergies,"Honte total énergie continuer tranquillement faire transaction Russie lieu plier bagage Shell , suite invasion Ukraine . 

 copier réponse total energie recevoir jour : réponse : totalenergies.fr 
 heure 
 Bonjour Monsieur , 

 totalenergie condamner agression militaire Russie Ukraine conséquence tragique population menace Europe . 
 totalenergier exprimer solidarité population ukrainien subir conséquence population russe subir conséquence . 
 totalenergie mobiliser fournir carburant autorité ukrainien aide réfugié ukrainien Europe . 
 totalenergie approuv étendre force sanction mettre place Europe mettre œuvre être conséquence ( cours évaluation ) gestion actif Russie . 
 totalenergie apporter capital nouveau projet Russie . 

 Bon après-midi 

 stéphanie conseiller totalenergie . 

 réponse invite consommateur français boycotter station service total Totalenergies bloquer définitivement transaction Russie .",No date,1
2573.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 11 (page 133),Moins cher que l'opérateur d'énergie…,cher opérateur énergie précédent,28 déc. 2021,4
1236.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 20 (page 66),Vraiment c’est un super groupe.,"vraiment super groupe . 
 Rien laisser hasard . économie , consommation , mettre place aider mieux gérer budget . besoin réclamer relancer , temps aller vérifier consommation . 
 temps attent correct . plaisir , connaître , entendre Voulzy chanter mythique Rickcollection … .j’ adore 
 Grease 
 ensuite prendre charge personne aimable arrangeant . 
 changer rien .",8 janv. 2025,5
1757.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 1 (page 93),Cagnotte bienvenue,date expérience : 26 décembre 2024,28 déc. 2024,5
1844.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 2 (page 97),Fournisseur a éviter,"contrat compteur enregistrer , résiliation frais être doubler prétexte contrat être tordre , falloir régler , voyou éviter++",4 juil. 2022,1
2264.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 8 (page 118),Rien à signaler de négatif excepté les…,rien signaler négatif temps attente téléphone long . personnel sympatiqu service correct .,18 déc. 2024,4
3666.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 17 (page 192),Retour Expérience,satisfaire ensemble prestation .,7 déc. 2024,5
308.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 9 (page 17),Employé désagréable et loi non respectée,"être arrêter total énergie tour val Loire . j vouloir acheter paquet chips , 2 prix 3.99 3.90 . caisse bien entendre l employer réclame 3.99 , j prix paquet 3.90 . bien sûr c , site : tromper , j mal lire mal . excéder . rayonnage continuer m tromper d ôter l étiquette 3.90 , prix que refuser faire payer hausser désagréable laisser chips . j avoir payer 9 ct employer rester correct m prise imbécile . rappel loi prix afficher payer cas d erreur .",12 sept. 2024,1
,https://fr.trustpilot.com/review/eni.fr,gw-eu.lemonclub.io,comment 7 (page 36),arnaque…,bonjour ex client eni mois gros probleme ave demende facture 213€43payer cloture compte novembre 2019 bout 14 mois reclame somme manace avis poursuite intervenir 60 million consommateur courrier arreter menace telephonner racroche vouloir changer fournisseur eviter avoir ennui ! ! ! ! ! ! ! ! ! ! !,25 avr. 2021,1
2479.0,https://fr.trustpilot.com/review/octopusenergy.fr,gw-eu.lemonclub.io,comment 3 (page 129),L'électricité verte et le système de…,électricité vert système cagnottage récompense réduction consommation jour eco-session .,17 déc. 2024,5
4026.0,https://fr.trustpilot.com/review/totalenergies.fr,gw-eu.lemonclub.io,comment 4 (page 207),Globalement satisfait!,date expérience : 12 mars 2021,12 mars 2021,4
